caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,07:00-07:15,40,51,15,6,138,4,0,1,0,3,284,11,60,50,30,28,4,3,0,0
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,07:00-08:00,206,300,62,24,627,30,24,35,6,6,1326,65,338,222,84,118,22,9,1,5
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,07:15-07:30,55,82,15,2,154,12,6,12,1,2,321,18,78,60,15,30,9,2,0,0
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,07:15-08:15,216,324,62,24,649,29,30,47,8,3,1383,76,425,234,84,120,22,7,1,14
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,07:30-07:45,56,79,18,6,159,8,8,10,2,0,334,15,88,42,19,28,1,2,1,0
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,07:30-08:30,213,330,61,32,664,20,32,47,8,1,1412,73,469,233,102,115,15,8,1,19
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,07:45-08:00,55,88,14,10,176,6,10,12,3,1,387,21,112,70,20,32,8,2,0,5
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,07:45-08:45,213,343,58,34,700,25,38,48,8,1,1466,79,483,240,112,113,18,11,2,26
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,08:00-08:15,50,75,15,6,160,3,6,13,2,0,341,22,147,62,30,30,4,1,0,9
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,08:00-09:00,218,359,63,27,702,32,33,49,6,0,1471,80,464,207,123,103,16,12,2,22
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,08:15-08:30,52,88,14,10,169,3,8,12,1,0,350,15,122,59,33,25,2,3,0,5
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,08:30-08:45,56,92,15,8,195,13,14,11,2,0,388,21,102,49,29,26,4,5,2,7
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,08:45-09:00,60,104,19,3,178,13,5,13,1,0,392,22,93,37,31,22,6,3,0,1
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,16:00-16:15,71,58,12,4,230,11,11,14,8,2,301,20,77,20,30,40,1,13,6,1
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,16:00-17:00,350,257,51,14,877,29,46,62,12,6,1176,84,281,82,131,126,12,29,6,1
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,16:15-16:30,75,70,18,3,228,6,15,15,2,0,265,16,54,18,38,31,1,7,0,0
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,16:15-17:15,400,251,53,16,865,28,47,74,6,4,1221,92,323,120,140,126,21,29,5,1
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,16:30-16:45,93,60,7,4,209,10,13,17,2,0,285,25,63,15,30,26,9,6,0,0
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,16:30-17:30,446,252,50,18,885,30,44,73,5,6,1345,110,417,152,148,134,39,31,12,1
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,16:45-17:00,111,69,14,3,210,2,7,16,0,4,325,23,87,29,33,29,1,3,0,0
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,16:45-17:45,457,255,59,16,910,24,43,66,7,12,1388,121,486,182,157,149,44,31,21,3
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,17:00-17:15,121,52,14,6,218,10,12,26,2,0,346,28,119,58,39,40,10,13,5,1
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,17:00-18:00,456,246,54,17,951,29,46,66,11,10,1366,137,552,194,170,152,55,32,27,7
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,17:15-17:30,121,71,15,5,248,8,12,14,1,2,389,34,148,50,46,39,19,9,7,0
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,17:30-17:45,104,63,16,2,234,4,12,10,4,6,328,36,132,45,39,41,14,6,9,2
caltrain/App D Part 7.txt,4TH STREET / KING STREET,x,THURSDAY MAY 23 2012,17:45-18:00,110,60,9,4,251,7,10,16,4,2,303,39,153,41,46,32,12,4,6,4
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,07:00-07:15,8,78,13,43,22,22,35,0,6,19,72,0,79,39,86,172,18,8,5,16
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,07:00-08:00,56,348,88,151,92,92,132,0,19,116,287,0,387,216,340,839,108,14,56,64
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,07:15-07:30,16,84,29,35,19,19,31,0,3,29,75,0,111,48,67,188,31,2,14,13
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,07:15-08:15,65,353,105,158,99,99,129,0,16,130,310,0,416,296,511,955,112,17,74,61
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,07:30-07:45,16,89,17,35,29,29,29,0,4,33,65,0,89,38,38,221,26,1,18,23
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,07:30-08:30,62,373,97,174,113,113,133,0,17,128,311,0,409,330,585,1032,104,21,83,64
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,07:45-08:00,16,97,29,38,22,22,37,0,6,35,75,0,108,91,149,258,33,3,19,12
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,07:45-08:45,67,364,119,192,133,133,140,0,21,127,330,0,408,389,685,1039,102,20,108,51
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,08:00-08:15,17,83,30,50,29,29,32,0,3,33,95,0,108,119,257,288,22,11,23,13
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,08:00-09:00,74,361,113,213,152,152,140,0,22,126,355,0,419,353,665,1018,94,19,157,53
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,08:15-08:30,13,104,21,51,33,33,35,0,4,27,76,0,104,82,141,265,23,6,23,16
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,08:30-08:45,21,80,39,53,49,49,36,0,8,32,84,0,88,97,138,228,24,0,43,10
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,08:45-09:00,23,94,23,59,41,41,37,0,7,34,100,0,119,55,129,237,25,2,68,14
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,16:00-16:15,16,82,16,0,59,36,32,0,3,25,69,0,79,89,89,172,18,4,7,16
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,16:00-17:00,60,354,90,0,270,167,159,0,18,120,312,0,387,327,370,839,108,16,31,64
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,16:15-16:30,12,81,19,0,66,35,42,0,5,34,76,0,111,68,89,188,31,4,4,13
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,16:15-17:15,63,370,102,0,282,185,184,0,17,126,316,0,415,361,479,955,112,24,54,61
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,16:30-16:45,17,88,33,0,57,44,37,0,5,35,87,0,89,78,81,221,26,2,11,23
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,16:30-17:30,76,411,113,0,299,211,194,0,15,130,318,0,408,399,569,1032,104,34,68,64
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,16:45-17:00,15,103,22,0,88,52,48,0,5,26,80,0,108,92,111,258,33,6,9,12
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,16:45-17:45,77,453,112,0,315,222,204,0,15,127,299,0,407,455,612,1039,102,39,70,51
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,17:00-17:15,19,98,28,0,71,54,57,0,2,31,73,0,107,123,198,288,22,12,30,13
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,17:00-18:00,83,454,113,0,308,226,204,0,16,126,292,0,418,473,689,1018,94,41,85,53
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,17:15-17:30,25,122,30,0,83,61,52,0,3,38,78,0,104,106,179,265,23,14,18,16
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,17:30-17:45,18,130,32,0,73,55,47,0,5,32,68,0,88,134,124,228,24,7,13,10
caltrain/App D Part 7.txt,4TH STREET / TOWNSEND STREET,x,THURSDAY MAY 23 2012,17:45-18:00,21,104,23,0,81,56,48,0,6,25,73,0,119,110,188,237,25,8,24,14
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,07:00-07:15,2,7,7,1,4,17,13,10,4,16,7,2,5,6,23,2,1,0,2,0
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,07:00-08:00,7,60,16,8,10,53,71,67,23,57,33,6,21,26,75,7,1,0,8,1
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,07:15-07:30,1,12,2,1,1,19,22,14,9,9,9,1,6,5,18,1,0,0,2,1
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,07:15-08:15,9,75,15,10,9,49,83,89,31,58,32,7,23,24,62,7,0,2,9,1
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,07:30-07:45,1,19,4,4,1,8,16,21,4,14,11,1,4,3,13,1,0,0,1,0
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,07:30-08:30,8,80,21,14,12,45,67,128,34,73,26,6,29,27,73,9,0,2,8,0
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,07:45-08:00,3,22,3,2,4,9,20,22,6,18,6,2,6,12,21,3,0,0,3,0
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,07:45-08:45,10,75,24,12,16,54,64,146,45,72,21,7,37,36,74,9,0,2,10,0
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,08:00-08:15,4,22,6,3,3,13,25,32,12,17,6,3,7,4,10,2,0,2,3,0
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,08:00-09:00,10,70,26,16,21,61,57,162,52,64,21,6,41,26,83,6,0,2,13,0
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,08:15-08:30,0,17,8,5,4,15,6,53,12,24,3,0,12,8,29,3,0,0,1,0
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,08:30-08:45,3,14,7,2,5,17,13,39,15,13,6,2,12,12,14,1,0,0,3,0
caltrain/App D Part 7.txt,PENNSYLVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,08:45-09:00,3,17,5,6,9,16,13,38,13,10,6,1,10,2,30,0,0,0,6,0
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,16:00-16:15,2,20,4,3,5,22,5,43,9,10,4,0,4,1,2,0,0,0,0,0
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,16:00-17:00,6,63,10,18,15,100,36,197,41,48,15,5,20,5,25,3,3,1,3,1
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,16:15-16:30,1,13,3,4,1,20,7,40,9,13,2,1,3,1,3,1,1,1,2,1
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,16:15-17:15,5,67,9,18,18,103,39,191,48,53,20,5,17,4,25,3,6,1,3,1
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,16:30-16:45,1,15,2,5,5,27,9,45,12,14,4,3,13,1,6,2,1,0,1,0
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,16:30-17:30,4,76,8,22,25,109,39,180,50,68,28,6,23,8,40,6,9,0,1,0
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,16:45-17:00,2,15,1,6,4,31,15,69,11,11,5,1,0,2,14,0,1,0,0,0
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,16:45-17:45,3,100,11,24,27,102,38,178,45,67,30,4,17,17,48,6,11,0,2,1
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,17:00-17:15,1,24,3,3,8,25,8,37,16,15,9,0,1,0,2,0,3,0,0,0
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,17:00-18:00,4,142,16,20,29,93,34,145,49,68,25,3,23,19,44,6,11,0,2,1
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,17:15-17:30,0,22,2,8,8,26,7,29,11,28,10,2,9,5,18,4,4,0,0,0
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,17:30-17:45,0,39,5,7,7,20,8,43,7,13,6,1,7,10,14,2,3,0,2,1
caltrain/App D Part 7.txt,PENNSYVANIA STREET / 22ND STREET,x,WEDNESDAY MAY 22 2013,17:45-18:00,3,57,6,2,6,22,11,36,15,12,0,0,6,4,10,0,1,0,0,0
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,07:00-07:15,3,2,2,2,15,2,9,5,4,5,11,7,6,3,13,6,1,1,2,1
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,07:00-08:00,11,12,12,5,69,11,35,39,7,17,52,21,34,14,47,15,8,6,12,2
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,07:15-07:30,1,4,2,1,21,4,7,15,1,2,14,4,8,0,8,1,2,0,0,0
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,07:15-08:15,11,14,11,5,68,9,34,45,6,15,58,20,37,13,52,12,9,5,12,2
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,07:30-07:45,4,2,2,0,17,4,7,9,0,6,12,4,12,6,12,4,2,2,4,0
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,07:30-08:30,12,17,11,4,63,6,33,45,7,15,59,20,37,18,48,13,8,9,16,3
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,07:45-08:00,3,4,6,2,16,1,12,10,2,4,15,6,8,5,14,4,3,3,6,1
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,07:45-08:45,10,17,9,6,71,3,42,57,10,13,68,18,39,16,63,16,6,14,18,4
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,08:00-08:15,3,4,1,2,14,0,8,11,3,3,17,6,9,2,18,3,2,0,2,1
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,08:00-09:00,11,17,3,6,71,7,44,58,13,15,79,18,42,16,62,15,7,12,15,6
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,08:15-08:30,2,7,2,0,16,1,6,15,2,2,15,4,8,5,4,2,1,4,4,1
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,08:30-08:45,2,2,0,2,25,1,16,21,3,4,21,2,14,4,27,7,0,7,6,1
caltrain/App D Part 7.txt,22ND STREET / INDIANA STREET,x,WEDNESDAY MAY 22 2013,08:45-09:00,4,4,0,2,16,5,14,11,5,6,26,6,11,5,13,3,4,1,3,3
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,16:00-16:15,4,7,4,2,22,2,8,12,2,1,19,4,6,0,5,1,0,4,2,1
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,16:00-17:00,24,14,9,7,84,8,35,64,13,9,64,6,31,7,36,9,3,16,17,5
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,16:15-16:30,4,4,1,1,15,3,7,16,1,2,11,0,9,0,10,2,3,1,0,0
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,16:15-17:15,26,9,8,6,85,7,47,68,17,11,66,3,27,11,37,8,4,14,19,4
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,16:30-16:45,9,1,3,4,18,2,10,19,5,3,15,2,8,1,6,1,0,2,3,0
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,16:30-17:30,28,12,8,6,98,6,54,67,17,12,73,11,33,15,44,9,5,22,28,4
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,16:45-17:00,7,2,1,0,29,1,10,17,5,3,19,0,8,6,15,5,0,9,12,4
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,16:45-17:45,29,17,8,2,104,7,49,60,16,10,70,12,36,16,46,19,8,22,30,5
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,17:00-17:15,6,2,3,1,23,1,20,16,6,3,21,1,2,4,6,0,1,2,4,0
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,17:00-18:00,29,20,10,4,99,11,50,53,16,9,61,14,33,13,45,18,10,20,23,2
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,17:15-17:30,6,7,1,1,28,2,14,15,1,3,18,8,15,4,17,3,4,9,9,0
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,17:30-17:45,10,6,3,0,24,3,5,12,4,1,12,3,11,2,8,11,3,2,5,1
caltrain/App D Part 7.txt,22ND STREET / INDIAN STREET,x,WEDNESDAY MAY 22 2013,17:45-18:00,7,5,3,2,24,5,11,10,5,2,10,2,5,3,14,4,2,7,5,1
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,07:00-07:15,8,3,14,30,46,18,36,12,2,0,73,0,1,0,1,0,1,0,2,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,07:00-08:00,29,22,58,110,240,70,141,57,6,1,340,1,9,2,2,0,5,2,2,2
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,07:15-07:30,10,6,14,17,51,19,28,11,1,0,83,0,2,0,0,0,2,1,0,2
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,07:15-08:15,30,25,53,108,264,77,145,66,6,1,351,2,10,5,1,0,6,2,0,2
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,07:30-07:45,7,6,20,41,74,13,39,11,1,0,76,1,3,1,0,0,1,1,0,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,07:30-08:30,33,26,51,105,271,77,153,74,7,1,368,2,12,8,1,0,4,1,0,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,07:45-08:00,4,7,10,22,69,20,38,23,2,1,108,0,3,1,1,0,1,0,0,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,07:45-08:45,40,30,41,83,240,78,142,69,12,1,378,1,11,7,2,1,3,1,2,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,08:00-08:15,9,6,9,28,70,25,40,21,2,0,84,1,2,3,0,0,2,0,0,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,08:00-09:00,41,34,43,87,230,78,134,67,11,1,376,1,9,9,1,1,2,1,2,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,08:15-08:30,13,7,12,14,58,19,36,19,2,0,100,0,4,3,0,0,0,0,0,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,08:30-08:45,14,10,10,19,43,14,28,6,6,0,86,0,2,0,1,1,0,1,2,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,08:45-09:00,5,11,12,26,59,20,30,21,1,1,106,0,1,3,0,0,0,0,0,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,16:00-16:15,26,16,27,24,99,31,33,14,6,0,91,0,5,0,0,0,0,2,1,1
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,16:00-17:00,105,66,66,80,472,139,142,55,18,0,364,2,15,1,1,0,1,2,1,2
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,16:15-16:30,23,15,20,20,126,35,31,20,2,0,101,0,3,0,1,0,1,0,0,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,16:15-17:15,98,72,64,74,481,142,143,56,16,0,374,2,12,1,1,2,1,1,0,2
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,16:30-16:45,31,13,9,20,117,42,38,9,7,0,81,1,5,1,0,0,0,0,0,1
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,16:30-17:30,104,76,75,71,473,145,142,53,19,0,352,2,12,3,0,2,0,3,0,3
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,16:45-17:00,25,22,10,16,130,31,40,12,3,0,91,1,2,0,0,0,0,0,0,0
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,16:45-17:45,96,85,85,56,475,127,115,58,12,0,360,1,7,3,3,2,2,4,0,2
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,17:00-17:15,19,22,25,18,108,34,34,15,4,0,101,0,2,0,0,2,0,1,0,1
caltrain/App D Part 7.txt,SAN MATEO AVENUE / SAN BRUNO AVENUE,x,WEDNESDAY MAY 20 2009,17:00-18:00,85,83,91,54,463,130,128,63,14,0,371,1,6,3,6,2,4,5,0,2
